Tue Sep  7 16:15:46 EDT 1999
Astronomical silicate, smoothed UV      
Computed by B.T.Draine (see Laor, A, & Draine, B.T. 1993 ApJ 402,441)
  21 1.000E-03 1.000E+01 = NRAD, a_1 (micron), a_NRAD (micron)
 241 1.000E+03 1.000E-03 = NWAV, w_1 (micron), w_NWAV (micron)

1.000E-03 = radius(micron) Astronomical silicate, smoothed UV      
w(micron)  Q_abs     Q_sca     g=<cos>
2.371E-03 3.509E-03 6.318E-05 8.85E-01
2.239E-03 8.310E-03 9.212E-05 8.94E-01
2.113E-03 7.418E-03 9.507E-05 9.01E-01
1.995E-03 6.572E-03 9.158E-05 9.08E-01
1.884E-03 5.792E-03 8.263E-05 9.17E-01
1.778E-03 5.079E-03 7.091E-05 9.27E-01
1.679E-03 4.436E-03 4.410E-05 9.34E-01
1.585E-03 7.098E-03 6.967E-05 9.38E-01
1.496E-03 6.208E-03 6.523E-05 9.43E-01
1.413E-03 6.028E-03 6.689E-05 9.49E-01
1.334E-03 5.281E-03 6.334E-05 9.54E-01
1.259E-03 4.614E-03 5.845E-05 9.58E-01
1.189E-03 4.021E-03 5.345E-05 9.62E-01
1.122E-03 3.477E-03 4.834E-05 9.66E-01
1.059E-03 3.002E-03 4.334E-05 9.69E-01
1.000E-03 2.580E-03 3.802E-05 9.71E-01

2.5119E-03 = radius(micron) Astronomical silicate, smoothed UV      
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 3.466E-07 1.005E-19 0.00E+00
9.441E+02 3.889E-07 1.265E-19 0.00E+00
8.913E+02 4.364E-07 1.593E-19 0.00E+00
8.414E+02 4.897E-07 2.006E-19 0.00E+00
7.943E+02 5.495E-07 2.525E-19 0.00E+00
7.499E+02 6.167E-07 3.179E-19 0.00E+00
7.079E+02 6.920E-07 4.002E-19 0.00E+00
6.683E+02 7.765E-07 5.038E-19 0.00E+00
6.310E+02 8.713E-07 6.343E-19 0.00E+00
5.957E+02 9.778E-07 7.985E-19 0.00E+00
5.623E+02 1.097E-06 1.005E-18 0.00E+00
5.309E+02 1.231E-06 1.266E-18 0.00E+00
5.012E+02 1.382E-06 1.594E-18 0.00E+00
4.732E+02 1.551E-06 2.006E-18 0.00E+00
4.467E+02 1.741E-06 2.526E-18 0.00E+00
4.217E+02 1.954E-06 3.180E-18 0.00E+00
3.981E+02 2.193E-06 4.004E-18 0.00E+00
3.758E+02 2.462E-06 5.041E-18 0.00E+00
3.548E+02 2.763E-06 6.346E-18 0.00E+00
3.350E+02 3.101E-06 7.991E-18 0.00E+00
3.162E+02 3.481E-06 1.006E-17 0.00E+00
2.985E+02 3.908E-06 1.267E-17 0.00E+00
2.818E+02 4.389E-06 1.595E-17 0.00E+00
2.661E+02 4.930E-06 2.008E-17 0.00E+00
2.512E+02 5.537E-06 2.528E-17 0.00E+00
2.371E+02 6.218E-06 3.184E-17 0.00E+00
2.239E+02 6.984E-06 4.009E-17 0.00E+00
2.113E+02 7.846E-06 5.048E-17 0.00E+00
1.995E+02 8.814E-06 6.356E-17 0.00E+00
1.884E+02 9.906E-06 8.004E-17 0.00E+00
1.778E+02 1.113E-05 1.008E-16 0.00E+00
1.679E+02 1.252E-05 1.269E-16 0.00E+00
1.585E+02 1.408E-05 1.599E-16 0.00E+00
1.496E+02 1.583E-05 2.013E-16 0.00E+00
1.413E+02 1.781E-05 2.535E-16 0.00E+00
1.334E+02 2.005E-05 3.193E-16 0.00E+00
1.259E+02 2.257E-05 4.022E-16 0.00E+00
1.189E+02 2.543E-05 5.065E-16 0.00E+00
1.122E+02 2.864E-05 6.381E-16 0.00E+00
1.059E+02 3.227E-05 8.038E-16 0.00E+00
1.000E+02 3.641E-05 1.012E-15 0.00E+00
9.441E+01 4.107E-05 1.275E-15 0.00E+00
8.913E+01 4.635E-05 1.606E-15 0.00E+00
8.414E+01 5.231E-05 2.024E-15 0.00E+00
7.943E+01 5.911E-05 2.549E-15 0.00E+00
7.499E+01 6.682E-05 3.210E-15 0.00E+00
7.079E+01 7.557E-05 4.042E-15 0.00E+00
6.683E+01 8.545E-05 5.090E-15 0.00E+00
6.310E+01 9.670E-05 6.406E-15 0.00E+00
5.957E+01 1.094E-04 8.061E-15 0.00E+00
5.623E+01 1.238E-04 1.014E-14 0.00E+00
5.309E+01 1.399E-04 1.275E-14 0.00E+00
5.012E+01 1.581E-04 1.602E-14 0.00E+00
4.732E+01 1.786E-04 2.011E-14 0.00E+00
4.467E+01 2.015E-04 2.524E-14 0.00E+00
4.217E+01 2.272E-04 3.166E-14 0.00E+00
3.981E+01 2.558E-04 3.962E-14 0.00E+00
3.758E+01 2.874E-04 4.955E-14 0.00E+00
3.548E+01 3.213E-04 6.212E-14 0.00E+00
3.350E+01 3.597E-04 7.787E-14 0.00E+00
3.162E+01 4.050E-04 9.758E-14 0.00E+00
2.985E+01 4.572E-04 1.221E-13 0.00E+00
2.818E+01 5.160E-04 1.522E-13 0.00E+00
2.661E+01 5.836E-04 1.898E-13 0.00E+00
2.512E+01 6.614E-04 2.369E-13 0.00E+00
2.371E+01 7.485E-04 2.928E-13 0.00E+00
2.239E+01 8.500E-04 3.622E-13 0.00E+00
2.113E+01 9.674E-04 4.419E-13 0.00E+00
1.995E+01 1.108E-03 5.332E-13 0.00E+00
1.884E+01 1.235E-03 5.967E-13 0.00E+00
1.778E+01 1.242E-03 6.123E-13 0.00E+00
1.679E+01 1.132E-03 6.166E-13 0.00E+00
1.585E+01 9.681E-04 6.676E-13 0.00E+00
1.496E+01 7.761E-04 1.259E-12 3.34E-07
1.413E+01 7.379E-04 1.186E-12 2.95E-07
1.334E+01 8.802E-04 1.834E-12 3.47E-07
1.259E+01 1.161E-03 2.652E-12 3.75E-07
1.189E+01 1.543E-03 3.669E-12 3.83E-07
1.122E+01 2.007E-03 4.879E-12 3.80E-07
1.059E+01 2.653E-03 6.473E-12 3.69E-07
1.000E+01 3.233E-03 7.280E-12 3.78E-07
9.441E+00 3.628E-03 7.424E-12 4.03E-07
8.913E+00 2.315E-03 3.589E-12 9.41E-07
8.414E+00 1.617E-03 1.920E-12 1.06E-06
7.943E+00 7.740E-04 9.150E-13 1.18E-06
7.499E+00 3.403E-04 2.099E-12 1.33E-06
7.079E+00 2.664E-04 4.562E-12 1.49E-06
6.683E+00 2.796E-04 6.063E-12 1.08E-06
6.310E+00 2.776E-04 8.793E-12 1.23E-06
5.957E+00 2.711E-04 1.221E-11 1.40E-06
5.623E+00 2.666E-04 1.655E-11 1.59E-06
5.309E+00 2.661E-04 2.209E-11 1.81E-06
5.012E+00 2.695E-04 2.917E-11 2.04E-06
4.732E+00 2.761E-04 3.810E-11 2.31E-06
4.467E+00 2.848E-04 4.944E-11 2.60E-06
4.217E+00 2.955E-04 6.375E-11 2.93E-06
3.981E+00 3.061E-04 8.181E-11 3.30E-06
3.758E+00 3.168E-04 1.047E-10 3.72E-06
3.548E+00 3.282E-04 1.335E-10 4.18E-06
3.350E+00 3.398E-04 1.699E-10 4.70E-06
3.162E+00 3.504E-04 2.158E-10 5.29E-06
2.985E+00 3.622E-04 2.738E-10 5.94E-06
2.818E+00 3.753E-04 3.471E-10 6.68E-06
2.661E+00 3.894E-04 4.397E-10 7.50E-06
2.512E+00 4.046E-04 5.563E-10 8.43E-06
2.371E+00 4.214E-04 7.031E-10 9.46E-06
2.239E+00 4.390E-04 8.885E-10 1.06E-05
2.113E+00 4.578E-04 1.121E-09 1.19E-05
1.995E+00 4.780E-04 1.415E-09 1.34E-05
1.884E+00 4.994E-04 1.784E-09 1.50E-05
1.778E+00 5.225E-04 2.249E-09 1.69E-05
1.679E+00 5.482E-04 2.835E-09 1.89E-05
1.585E+00 5.758E-04 3.573E-09 2.12E-05
1.496E+00 6.047E-04 4.502E-09 2.38E-05
1.413E+00 6.353E-04 5.670E-09 2.68E-05
1.334E+00 6.674E-04 7.140E-09 3.00E-05
1.259E+00 7.016E-04 8.990E-09 3.37E-05
1.189E+00 7.398E-04 1.132E-08 3.78E-05
1.122E+00 7.806E-04 1.425E-08 4.24E-05
1.059E+00 8.237E-04 1.794E-08 4.76E-05
1.000E+00 8.694E-04 2.259E-08 5.34E-05
9.441E-01 9.183E-04 2.843E-08 5.99E-05
8.913E-01 9.698E-04 3.579E-08 6.72E-05
8.414E-01 1.024E-03 4.507E-08 7.54E-05
7.943E-01 1.081E-03 5.678E-08 8.46E-05
7.499E-01 1.141E-03 7.152E-08 9.50E-05
7.079E-01 1.204E-03 9.011E-08 1.07E-04
6.683E-01 1.271E-03 1.136E-07 1.20E-04
6.310E-01 1.342E-03 1.432E-07 1.34E-04
5.957E-01 1.418E-03 1.806E-07 1.51E-04
5.623E-01 1.497E-03 2.279E-07 1.69E-04
5.309E-01 1.582E-03 2.877E-07 1.90E-04
5.012E-01 1.670E-03 3.635E-07 2.13E-04
4.732E-01 1.763E-03 4.598E-07 2.39E-04
4.467E-01 1.860E-03 5.821E-07 2.69E-04
4.217E-01 1.964E-03 7.375E-07 3.02E-04
3.981E-01 2.070E-03 9.353E-07 3.40E-04
3.758E-01 2.179E-03 1.188E-06 3.82E-04
3.548E-01 2.293E-03 1.511E-06 4.29E-04
3.350E-01 2.409E-03 1.926E-06 4.83E-04
3.162E-01 2.527E-03 2.462E-06 5.44E-04
2.985E-01 2.646E-03 3.155E-06 6.13E-04
2.818E-01 2.766E-03 4.055E-06 6.91E-04
2.661E-01 2.882E-03 5.234E-06 7.79E-04
2.512E-01 2.987E-03 6.795E-06 8.81E-04
2.371E-01 3.084E-03 8.878E-06 9.98E-04
2.239E-01 3.172E-03 1.173E-05 1.13E-03
2.113E-01 3.885E-03 1.577E-05 1.29E-03
1.995E-01 5.634E-03 2.134E-05 1.48E-03
1.884E-01 8.701E-03 2.913E-05 1.70E-03
1.778E-01 1.361E-02 4.012E-05 1.97E-03
1.679E-01 2.170E-02 5.586E-05 2.27E-03
1.585E-01 3.525E-02 7.830E-05 2.61E-03
1.496E-01 5.701E-02 1.076E-04 2.89E-03
1.413E-01 8.233E-02 1.372E-04 3.03E-03
1.334E-01 1.006E-01 1.715E-04 3.24E-03
1.259E-01 1.204E-01 2.193E-04 3.49E-03
1.189E-01 1.435E-01 2.853E-04 3.76E-03
1.122E-01 1.719E-01 3.781E-04 4.02E-03
1.059E-01 2.098E-01 5.164E-04 4.23E-03
1.000E-01 2.671E-01 7.031E-04 4.28E-03
9.441E-02 3.236E-01 9.076E-04 4.43E-03
8.913E-02 3.656E-01 1.047E-03 4.75E-03
8.414E-02 3.968E-01 1.350E-03 5.26E-03
7.943E-02 4.741E-01 1.875E-03 5.53E-03
7.499E-02 5.626E-01 2.544E-03 5.83E-03
7.079E-02 6.161E-01 3.151E-03 6.39E-03
6.683E-02 6.208E-01 3.644E-03 7.17E-03
6.310E-02 5.165E-01 3.447E-03 8.29E-03
5.957E-02 3.220E-01 2.093E-03 9.84E-03
5.623E-02 2.594E-01 1.339E-03 1.15E-02
5.309E-02 2.435E-01 1.229E-03 1.32E-02
5.012E-02 2.327E-01 1.207E-03 1.50E-02
4.732E-02 2.244E-01 1.231E-03 1.69E-02
4.467E-02 2.171E-01 1.281E-03 1.92E-02
4.217E-02 2.100E-01 1.347E-03 2.16E-02
3.981E-02 2.028E-01 1.423E-03 2.44E-02
3.758E-02 1.953E-01 1.502E-03 2.75E-02
3.548E-02 1.874E-01 1.583E-03 3.10E-02
3.350E-02 1.792E-01 1.663E-03 3.50E-02
3.162E-02 1.706E-01 1.737E-03 3.95E-02
2.985E-02 1.616E-01 1.801E-03 4.45E-02
2.818E-02 1.524E-01 1.855E-03 5.01E-02
2.661E-02 1.433E-01 1.895E-03 5.65E-02
2.512E-02 1.340E-01 1.912E-03 6.37E-02
2.371E-02 1.249E-01 1.895E-03 7.18E-02
2.239E-02 1.205E-01 1.928E-03 8.10E-02
2.113E-02 1.140E-01 1.952E-03 9.13E-02
1.995E-02 1.078E-01 1.914E-03 1.03E-01
1.884E-02 1.115E-01 2.047E-03 1.16E-01
1.778E-02 1.050E-01 2.167E-03 1.31E-01
1.679E-02 9.896E-02 2.199E-03 1.47E-01
1.585E-02 9.335E-02 2.201E-03 1.66E-01
1.496E-02 8.795E-02 2.181E-03 1.87E-01
1.413E-02 8.257E-02 2.121E-03 2.10E-01
1.334E-02 8.125E-02 2.055E-03 2.37E-01
1.259E-02 7.921E-02 2.124E-03 2.66E-01
1.189E-02 7.373E-02 2.108E-03 2.98E-01
1.122E-02 6.826E-02 1.905E-03 3.34E-01
1.059E-02 8.235E-02 1.928E-03 3.74E-01
1.000E-02 7.656E-02 2.270E-03 4.16E-01
9.441E-03 7.071E-02 2.284E-03 4.60E-01
8.913E-03 6.504E-02 2.211E-03 5.07E-01
8.414E-03 5.958E-02 2.099E-03 5.54E-01
7.943E-03 5.441E-02 1.962E-03 6.01E-01
7.499E-03 4.956E-02 1.774E-03 6.45E-01
7.079E-03 4.920E-02 1.789E-03 6.85E-01
6.683E-03 4.470E-02 1.703E-03 7.19E-01
6.310E-03 4.051E-02 1.603E-03 7.47E-01
5.957E-03 3.668E-02 1.502E-03 7.67E-01
5.623E-03 3.306E-02 1.400E-03 7.83E-01
5.309E-03 2.978E-02 1.300E-03 7.95E-01
5.012E-03 2.680E-02 1.201E-03 8.07E-01
4.732E-03 2.407E-02 1.104E-03 8.21E-01
4.467E-03 2.157E-02 1.008E-03 8.38E-01
4.217E-03 1.930E-02 9.155E-04 8.55E-01
3.981E-03 1.722E-02 8.281E-04 8.72E-01
3.758E-03 1.534E-02 7.464E-04 8.85E-01
3.548E-03 1.363E-02 6.701E-04 8.94E-01
3.350E-03 1.208E-02 5.994E-04 9.01E-01
3.162E-03 1.069E-02 5.326E-04 9.08E-01
2.985E-03 9.460E-03 4.714E-04 9.17E-01
2.818E-03 8.308E-03 4.097E-04 9.27E-01
2.661E-03 7.252E-03 3.508E-04 9.34E-01
2.512E-03 6.349E-03 2.868E-04 9.38E-01
2.371E-03 5.554E-03 1.699E-04 9.43E-01
2.239E-03 1.313E-02 2.456E-04 9.49E-01
2.113E-03 1.172E-02 2.518E-04 9.54E-01
1.995E-03 1.039E-02 2.413E-04 9.58E-01
1.884E-03 9.159E-03 2.170E-04 9.62E-01
1.778E-03 8.035E-03 1.856E-04 9.66E-01
1.679E-03 7.019E-03 1.151E-04 9.69E-01
1.585E-03 1.122E-02 1.809E-04 9.71E-01
1.496E-03 9.817E-03 1.688E-04 9.74E-01
1.413E-03 9.534E-03 1.727E-04 9.76E-01
1.334E-03 8.355E-03 1.632E-04 9.79E-01
1.259E-03 7.301E-03 1.502E-04 9.81E-01
1.189E-03 6.364E-03 1.371E-04 9.82E-01
1.122E-03 5.504E-03 1.238E-04 9.84E-01
1.059E-03 4.753E-03 1.108E-04 9.86E-01
1.000E-03 4.086E-03 9.702E-05 9.87E-01

3.9811E-03 = radius(micron) Astronomical silicate, smoothed UV      
w(micron)  Q_abs     Q_sca     g=<cos>
1.000E+03 5.493E-07 6.342E-19 0.00E+00
9.441E+02 6.164E-07 7.984E-19 0.00E+00
8.913E+02 6.917E-07 1.005E-18 0.00E+00
8.414E+02 7.762E-07 1.265E-18 0.00E+00
7.943E+02 8.710E-07 1.593E-18 0.00E+00
7.499E+02 9.773E-07 2.006E-18 0.00E+00
7.079E+02 1.097E-06 2.525E-18 0.00E+00
6.683E+02 1.231E-06 3.179E-18 0.00E+00
6.310E+02 1.381E-06 4.002E-18 0.00E+00
5.957E+02 1.550E-06 5.039E-18 0.00E+00
5.623E+02 1.739E-06 6.343E-18 0.00E+00
5.309E+02 1.952E-06 7.986E-18 0.00E+00
5.012E+02 2.190E-06 1.006E-17 0.00E+00
4.732E+02 2.458E-06 1.266E-17 0.00E+00
4.467E+02 2.759E-06 1.594E-17 0.00E+00
4.217E+02 3.097E-06 2.007E-17 0.00E+00
3.981E+02 3.476E-06 2.526E-17 0.00E+00
3.758E+02 3.902E-06 3.181E-17 0.00E+00
3.548E+02 4.380E-06 4.004E-17 0.00E+00
3.350E+02 4.915E-06 5.042E-17 0.00E+00
3.162E+02 5.517E-06 6.348E-17 0.00E+00
2.985E+02 6.194E-06 7.993E-17 0.00E+00
2.818E+02 6.956E-06 1.006E-16 0.00E+00
2.661E+02 7.813E-06 1.267E-16 0.00E+00
2.512E+02 8.776E-06 1.595E-16 0.00E+00
2.371E+02 9.856E-06 2.009E-16 0.00E+00
2.239E+02 1.107E-05 2.529E-16 0.00E+00
2.113E+02 1.243E-05 3.185E-16 0.00E+00
1.995E+02 1.397E-05 4.010E-16 0.00E+00
1.884E+02 1.570E-05 5.050E-16 0.00E+00
1.778E+02 1.765E-05 6.360E-16 0.00E+00
1.679E+02 1.984E-05 8.009E-16 0.00E+00
1.585E+02 2.231E-05 1.009E-15 0.00E+00
1.496E+02 2.510E-05 1.270E-15 0.00E+00
1.413E+02 2.823E-05 1.600E-15 0.00E+00
1.334E+02 3.177E-05 2.015E-15 0.00E+00
1.259E+02 3.577E-05 2.538E-15 0.00E+00
1.189E+02 4.030E-05 3.196E-15 0.00E+00
1.122E+02 4.539E-05 4.026E-15 0.00E+00
1.059E+02 5.115E-05 5.072E-15 0.00E+00
1.000E+02 5.770E-05 6.387E-15 0.00E+00
9.441E+01 6.509E-05 8.046E-15 0.00E+00
8.913E+01 7.346E-05 1.013E-14 0.00E+00
8.414E+01 8.291E-05 1.277E-14 0.00E+00
7.943E+01 9.368E-05 1.608E-14 0.00E+00
7.499E+01 1.059E-04 2.025E-14 0.00E+00
7.079E+01 1.198E-04 2.550E-14 0.00E+00
6.683E+01 1.354E-04 3.212E-14 0.00E+00
6.310E+01 1.533E-04 4.042E-14 0.00E+00
5.957E+01 1.734E-04 5.086E-14 0.00E+00
5.623E+01 1.962E-04 6.397E-14 0.00E+00
5.309E+01 2.217E-04 8.044E-14 0.00E+00
5.012E+01 2.506E-04 1.011E-13 0.00E+00
4.732E+01 2.830E-04 1.269E-13 0.00E+00
4.467E+01 3.194E-04 1.593E-13 0.00E+00
4.217E+01 3.601E-04 1.998E-13 0.00E+00
3.981E+01 4.054E-04 2.500E-13 0.00E+00
3.758E+01 4.555E-04 3.127E-13 0.00E+00
3.548E+01 5.092E-04 3.920E-13 0.00E+00
3.350E+01 5.701E-04 4.914E-13 0.00E+00
3.162E+01 6.419E-04 6.157E-13 0.00E+00
2.985E+01 7.247E-04 7.703E-13 0.00E+00
2.818E+01 8.179E-04 9.604E-13 0.00E+00
2.661E+01 9.249E-04 1.198E-12 0.00E+00
2.512E+01 1.048E-03 1.495E-12 0.00E+00
2.371E+01 1.186E-03 1.848E-12 2.55E-07
2.239E+01 1.347E-03 2.285E-12 2.72E-07
2.113E+01 1.533E-03 2.788E-12 2.90E-07
1.995E+01 1.756E-03 3.364E-12 3.07E-07
1.884E+01 1.957E-03 3.765E-12 3.31E-07
1.778E+01 1.969E-03 3.863E-12 3.73E-07
1.679E+01 1.794E-03 3.891E-12 4.33E-07
1.585E+01 1.534E-03 4.212E-12 5.12E-07
1.496E+01 1.301E-03 5.210E-12 6.12E-07
1.413E+01 1.170E-03 7.481E-12 7.44E-07
1.334E+01 1.395E-03 1.157E-11 8.70E-07
1.259E+01 1.840E-03 1.673E-11 9.42E-07
1.189E+01 2.445E-03 2.315E-11 9.61E-07
1.122E+01 3.181E-03 3.078E-11 9.54E-07
1.059E+01 4.205E-03 4.084E-11 9.26E-07
1.000E+01 5.123E-03 4.594E-11 9.50E-07
9.441E+00 5.750E-03 4.684E-11 1.01E-06
8.913E+00 4.296E-03 2.522E-11 1.19E-06
8.414E+00 2.777E-03 1.237E-11 1.42E-06
7.943E+00 1.227E-03 5.773E-12 2.97E-06
7.499E+00 5.706E-04 1.165E-11 2.00E-06
7.079E+00 4.481E-04 2.394E-11 2.35E-06
6.683E+00 4.432E-04 3.826E-11 2.71E-06
6.310E+00 4.399E-04 5.548E-11 3.10E-06
5.957E+00 4.296E-04 7.701E-11 3.53E-06
5.623E+00 4.225E-04 1.045E-10 4.00E-06
5.309E+00 4.218E-04 1.394E-10 4.54E-06
5.012E+00 4.271E-04 1.840E-10 5.13E-06
4.732E+00 4.376E-04 2.404E-10 5.79E-06
4.467E+00 4.514E-04 3.120E-10 6.54E-06
4.217E+00 4.683E-04 4.022E-10 7.37E-06
3.981E+00 4.852E-04 5.162E-10 8.30E-06
3.758E+00 5.021E-04 6.604E-10 9.34E-06
3.548E+00 5.202E-04 8.426E-10 1.05E-05
3.350E+00 5.386E-04 1.072E-09 1.18E-05
3.162E+00 5.553E-04 1.361E-09 1.33E-05
2.985E+00 5.740E-04 1.728E-09 1.49E-05
2.818E+00 5.949E-04 2.190E-09 1.68E-05
2.661E+00 6.172E-04 2.774E-09 1.88E-05
2.512E+00 6.413E-04 3.510E-09 2.12E-05
2.371E+00 6.679E-04 4.437E-09 2.38E-05
2.239E+00 6.958E-04 5.606E-09 2.67E-05
2.113E+00 7.256E-04 7.074E-09 3.00E-05
1.995E+00 7.576E-04 8.925E-09 3.36E-05
1.884E+00 7.916E-04 1.126E-08 3.77E-05
1.778E+00 8.282E-04 1.419E-08 4.24E-05
1.679E+00 8.689E-04 1.789E-08 4.75E-05
1.585E+00 9.127E-04 2.254E-08 5.34E-05
1.496E+00 9.585E-04 2.841E-08 5.99E-05
1.413E+00 1.007E-03 3.577E-08 6.72E-05
1.334E+00 1.058E-03 4.505E-08 7.54E-05
1.259E+00 1.112E-03 5.673E-08 8.46E-05
1.189E+00 1.173E-03 7.142E-08 9.49E-05
1.122E+00 1.237E-03 8.993E-08 1.07E-04
1.059E+00 1.306E-03 1.132E-07 1.20E-04
1.000E+00 1.378E-03 1.425E-07 1.34E-04
9.441E-01 1.456E-03 1.794E-07 1.50E-04
8.913E-01 1.538E-03 2.258E-07 1.69E-04
8.414E-01 1.623E-03 2.844E-07 1.89E-04
7.943E-01 1.713E-03 3.583E-07 2.13E-04
7.499E-01 1.809E-03 4.513E-07 2.39E-04
7.079E-01 1.910E-03 5.687E-07 2.68E-04
6.683E-01 2.016E-03 7.166E-07 3.00E-04
6.310E-01 2.129E-03 9.035E-07 3.37E-04
5.957E-01 2.249E-03 1.140E-06 3.78E-04
5.623E-01 2.375E-03 1.438E-06 4.25E-04
5.309E-01 2.509E-03 1.816E-06 4.77E-04
5.012E-01 2.650E-03 2.294E-06 5.35E-04
4.732E-01 2.798E-03 2.902E-06 6.01E-04
4.467E-01 2.953E-03 3.674E-06 6.76E-04
4.217E-01 3.117E-03 4.655E-06 7.59E-04
3.981E-01 3.287E-03 5.904E-06 8.53E-04
3.758E-01 3.460E-03 7.499E-06 9.59E-04
3.548E-01 3.642E-03 9.541E-06 1.08E-03
3.350E-01 3.828E-03 1.216E-05 1.21E-03
3.162E-01 4.016E-03 1.555E-05 1.37E-03
2.985E-01 4.207E-03 1.992E-05 1.54E-03
2.818E-01 4.399E-03 2.561E-05 1.73E-03
2.661E-01 4.588E-03 3.306E-05 1.96E-03
2.512E-01 4.757E-03 4.294E-05 2.21E-03
2.371E-01 4.915E-03 5.611E-05 2.50E-03
2.239E-01 5.059E-03 7.419E-05 2.84E-03
2.113E-01 6.203E-03 9.974E-05 3.25E-03
1.995E-01 9.008E-03 1.351E-04 3.72E-03
1.884E-01 1.393E-02 1.844E-04 4.28E-03
1.778E-01 2.184E-02 2.543E-04 4.93E-03
1.679E-01 3.490E-02 3.544E-04 5.70E-03
1.585E-01 5.684E-02 4.973E-04 6.54E-03
1.496E-01 9.217E-02 6.842E-04 7.23E-03
1.413E-01 1.332E-01 8.726E-04 7.59E-03
1.334E-01 1.630E-01 1.090E-03 8.12E-03
1.259E-01 1.952E-01 1.396E-03 8.75E-03
1.189E-01 2.330E-01 1.816E-03 9.41E-03
1.122E-01 2.797E-01 2.407E-03 1.01E-02
1.059E-01 3.419E-01 3.289E-03 1.06E-02
1.000E-01 4.346E-01 4.469E-03 1.07E-02
9.441E-02 5.248E-01 5.746E-03 1.11E-02
8.913E-02 5.892E-01 6.581E-03 1.19E-02
8.414E-02 6.396E-01 8.470E-03 1.32E-02
7.943E-02 7.585E-01 1.166E-02 1.40E-02
7.499E-02 8.866E-01 1.555E-02 1.48E-02
7.079E-02 9.517E-01 1.884E-02 1.64E-02
6.683E-02 9.368E-01 2.120E-02 1.85E-02
6.310E-02 7.648E-01 1.960E-02 2.16E-02
5.957E-02 4.794E-01 1.191E-02 2.55E-02
5.623E-02 3.916E-01 7.680E-03 2.97E-02
5.309E-02 3.684E-01 7.027E-03 3.39E-02
5.012E-02 3.525E-01 6.859E-03 3.86E-02
4.732E-02 3.397E-01 6.942E-03 4.37E-02
4.467E-02 3.282E-01 7.156E-03 4.95E-02
4.217E-02 3.169E-01 7.443E-03 5.60E-02
3.981E-02 3.055E-01 7.764E-03 6.33E-02
3.758E-02 2.936E-01 8.088E-03 7.15E-02
3.548E-02 2.812E-01 8.399E-03 8.08E-02
3.350E-02 2.684E-01 8.682E-03 9.13E-02
3.162E-02 2.552E-01 8.912E-03 1.03E-01
2.985E-02 2.415E-01 9.075E-03 1.16E-01
2.818E-02 2.278E-01 9.162E-03 1.31E-01
2.661E-02 2.142E-01 9.165E-03 1.48E-01
2.512E-02 2.005E-01 9.042E-03 1.67E-01
2.371E-02 1.871E-01 8.755E-03 1.88E-01
2.239E-02 1.809E-01 8.671E-03 2.12E-01
2.113E-02 1.714E-01 8.530E-03 2.38E-01
1.995E-02 1.625E-01 8.118E-03 2.68E-01
1.884E-02 1.681E-01 8.378E-03 3.01E-01
1.778E-02 1.585E-01 8.567E-03 3.36E-01
1.679E-02 1.498E-01 8.393E-03 3.75E-01
1.585E-02 1.417E-01 8.101E-03 4.17E-01
1.496E-02 1.340E-01 7.742E-03 4.61E-01
1.413E-02 1.262E-01 7.263E-03 5.07E-01
1.334E-02 1.244E-01 6.784E-03 5.55E-01
1.259E-02 1.214E-01 6.776E-03 6.01E-01
1.189E-02 1.133E-01 6.536E-03 6.45E-01
1.122E-02 1.051E-01 5.765E-03 6.85E-01
1.059E-02 1.264E-01 5.691E-03 7.21E-01
1.000E-02 1.176E-01 6.617E-03 7.47E-01
9.441E-03 1.087E-01 6.616E-03 7.68E-01
8.913E-03 1.001E-01 6.394E-03 7.85E-01
8.414E-03 9.188E-02 6.085E-03 7.97E-01
7.943E-03 8.405E-02 5.709E-03 8.09E-01
7.499E-03 7.674E-02 5.172E-03 8.23E-01
7.079E-03 7.622E-02 5.202E-03 8.39E-01
6.683E-03 6.940E-02 4.929E-03 8.56E-01
6.310E-03 6.303E-02 4.603E-03 8.72E-01
5.957E-03 5.719E-02 4.271E-03 8.85E-01
5.623E-03 5.164E-02 3.939E-03 8.94E-01
5.309E-03 4.659E-02 3.618E-03 9.01E-01
5.012E-03 4.199E-02 3.309E-03 9.09E-01
4.732E-03 3.776E-02 3.013E-03 9.18E-01
4.467E-03 3.388E-02 2.732E-03 9.27E-01
4.217E-03 3.034E-02 2.468E-03 9.34E-01
3.981E-03 2.710E-02 2.225E-03 9.39E-01
3.758E-03 2.416E-02 1.998E-03 9.43E-01
3.548E-03 2.148E-02 1.783E-03 9.49E-01
3.350E-03 1.905E-02 1.585E-03 9.54E-01
3.162E-03 1.687E-02 1.401E-03 9.58E-01
2.985E-03 1.494E-02 1.236E-03 9.62E-01
2.818E-03 1.313E-02 1.071E-03 9.66E-01
2.661E-03 1.146E-02 9.145E-04 9.69E-01
2.512E-03 1.004E-02 7.448E-04 9.71E-01
2.371E-03 8.784E-03 4.397E-04 9.74E-01
2.239E-03 2.071E-02 6.325E-04 9.76E-01
2.113E-03 1.851E-02 6.471E-04 9.79E-01
1.995E-03 1.641E-02 6.189E-04 9.81E-01
1.884E-03 1.447E-02 5.554E-04 9.82E-01
